mV	°C	bar abs	Zeit	Datum
0,166295	21,0004	1,02425	16:26:52	30.10.2023
0,203271	20,7864	1,01607	16:27:02	30.10.2023
0,217398	20,854	1,01757	16:27:12	30.10.2023
0,257103	20,8543	1,42261	16:27:22	30.10.2023
0,272388	21,2481	1,19019	16:27:32	30.10.2023
0,26616	20,6675	1,16535	16:27:42	30.10.2023
0,276986	20,9461	1,16155	16:27:52	30.10.2023
0,265559	21,0508	1,16217	16:28:02	30.10.2023
0,225407	20,8624	1,02904	16:28:12	30.10.2023
0,187656	20,7587	1,02971	16:28:22	30.10.2023
0,261477	20,7541	1,2487	16:28:32	30.10.2023
0,273568	20,6598	1,17803	16:28:42	30.10.2023
0,268742	21,0292	1,16613	16:28:52	30.10.2023
0,275179	20,8679	1,16359	16:29:02	30.10.2023
0,249601	21,2252	1,11912	16:29:12	30.10.2023
0,19045	20,7935	1,12391	16:29:22	30.10.2023
0,192984	20,8458	1,12185	16:29:32	30.10.2023
0,182606	20,945	1,11957	16:29:42	30.10.2023
0,179495	20,8642	1,11607	16:29:52	30.10.2023
0,192905	20,8543	1,0968	16:30:02	30.10.2023
0,23335	20,7654	1,1035	16:30:12	30.10.2023
0,174898	21,371	1,10413	16:30:22	30.10.2023
0,189863	20,9296	1,0952	16:30:32	30.10.2023
0,178099	20,9412	1,09932	16:30:42	30.10.2023
0,184418	20,6956	1,10084	16:30:52	30.10.2023
0,184235	20,8252	1,10036	16:31:02	30.10.2023
0,178595	21,0237	1,10083	16:31:12	30.10.2023
0,247777	21,3065	1,10164	16:31:22	30.10.2023
0,201591	20,9369	1,10105	16:31:32	30.10.2023
0,18383	20,8543	1,09861	16:31:42	30.10.2023
0,182448	20,7554	1,09662	16:31:52	30.10.2023
0,191081	20,7541	1,09695	16:32:02	30.10.2023
0,188004	21,0472	1,10004	16:32:12	30.10.2023
0,173243	20,7632	1,09691	16:32:22	30.10.2023
0,213742	20,8505	1,09516	16:32:32	30.10.2023
0,19816	20,8543	1,09392	16:32:42	30.10.2023
0,186647	20,9436	1,09675	16:32:52	30.10.2023
0,182058	20,8657	1,09777	16:33:02	30.10.2023
0,172481	20,8543	1,09379	16:33:12	30.10.2023
0,181931	20,942	1,09662	16:33:22	30.10.2023
0,205563	20,6928	1,09409	16:33:32	30.10.2023
0,174564	20,7405	1,09731	16:33:42	30.10.2023
0,191141	21,0977	1,09779	16:33:52	30.10.2023
0,180652	20,7287	1,09692	16:34:02	30.10.2023
0,181885	20,9076	1,09667	16:34:12	30.10.2023
0,202616	21,4577	1,09765	16:34:22	30.10.2023
0,185446	21,2548	1,09423	16:34:32	30.10.2023
0,190263	20,9566	1,09778	16:34:42	30.10.2023
0,195862	20,8556	1,0967	16:34:52	30.10.2023
0,180954	20,9525	1,09455	16:35:02	30.10.2023
0,178532	20,8569	1,09696	16:35:12	30.10.2023
0,187006	21,3375	1,09763	16:35:22	30.10.2023
0,201752	20,9707	1,09399	16:35:32	30.10.2023
0,185425	20,8591	1,09387	16:35:42	30.10.2023
0,18784	20,8543	1,09388	16:35:52	30.10.2023
0,19322	20,948	1,09774	16:36:02	30.10.2023
0,213543	20,7685	1,0967	16:36:12	30.10.2023
0,179398	20,9387	1,09358	16:36:22	30.10.2023
0,200419	21,1377	1,09688	16:36:32	30.10.2023
0,187582	20,9719	1,09681	16:36:42	30.10.2023
0,17915	20,9543	1,09738	16:36:52	30.10.2023
0,191438	20,8645	1,09403	16:37:02	30.10.2023
0,200556	20,8543	1,0976	16:37:12	30.10.2023
0,195011	21,0312	1,09807	16:37:22	30.10.2023
0,199205	20,8788	1,09384	16:37:32	30.10.2023
0,201904	20,9415	1,09361	16:37:42	30.10.2023
0,191094	21,0407	1,09445	16:37:52	30.10.2023
0,18542	20,6244	1,09339	16:38:02	30.10.2023
0,193017	20,9808	1,09352	16:38:12	30.10.2023
0,187522	21,0542	1,09328	16:38:22	30.10.2023
0,186394	20,9707	1,09682	16:38:32	30.10.2023
0,195052	20,8546	1,09432	16:38:42	30.10.2023
0,197977	20,7549	1,09389	16:38:52	30.10.2023
0,177779	20,8527	1,09668	16:39:02	30.10.2023
0,190222	20,7563	1,35405	16:39:12	30.10.2023
0,198889	21,4346	1,35055	16:39:22	30.10.2023
0,199021	21,261	1,35048	16:39:32	30.10.2023
0,198253	20,9661	1,35041	16:39:42	30.10.2023
0,19594	21,0497	1,34947	16:39:52	30.10.2023
0,21713	20,7693	1,35015	16:40:02	30.10.2023
0,209656	21,0374	1,35067	16:40:12	30.10.2023
0,225018	21,0542	1,34656	16:40:22	30.10.2023
0,218406	20,8681	1,34987	16:40:32	30.10.2023
0,198734	21,5012	1,35056	16:40:42	30.10.2023
0,212104	21,0962	1,34953	16:40:52	30.10.2023
0,224134	20,8726	1,34709	16:41:02	30.10.2023
0,230833	21,0344	1,34646	16:41:12	30.10.2023
0,219226	20,8757	1,3501	16:41:22	30.10.2023
0,232145	20,8543	1,34974	16:41:32	30.10.2023
0,233744	20,7664	1,34978	16:41:42	30.10.2023
0,244186	20,9281	1,34989	16:41:52	30.10.2023
0,232472	20,7819	1,34957	16:42:02	30.10.2023
0,227855	20,8395	1,34934	16:42:12	30.10.2023
0,231493	20,8543	1,34981	16:42:22	30.10.2023
0,23015	20,7703	1,34951	16:42:32	30.10.2023
0,253046	20,8479	1,35015	16:42:42	30.10.2023
0,248282	21,1346	1,35002	16:42:52	30.10.2023
0,236078	20,9688	1,34983	16:43:02	30.10.2023
0,242674	20,6785	1,34963	16:43:12	30.10.2023
0,256336	20,9276	1,34987	16:43:22	30.10.2023
0,264645	20,7736	1,34946	16:43:32	30.10.2023
0,254557	20,8438	1,34932	16:43:42	30.10.2023
0,250637	20,7656	1,34887	16:43:52	30.10.2023
0,232748	20,842	1,34942	16:44:02	30.10.2023
0,239643	21,2022	1,34934	16:44:12	30.10.2023
0,256758	20,9952	1,34974	16:44:22	30.10.2023
0,250083	21,1254	1,35005	16:44:32	30.10.2023
0,253497	20,9846	1,35027	16:44:42	30.10.2023
0,244159	21,0383	1,34971	16:44:52	30.10.2023
0,251109	20,9709	1,34981	16:45:02	30.10.2023
0,25665	21,0532	1,35049	16:45:12	30.10.2023
0,264497	21,0542	1,34954	16:45:22	30.10.2023
0,25906	20,7613	1,34951	16:45:32	30.10.2023
0,2528	21,1417	1,35046	16:45:42	30.10.2023
0,261141	20,5774	1,35022	16:45:52	30.10.2023
0,270511	20,8402	1,34955	16:46:02	30.10.2023
0,234494	21,0435	1,34979	16:46:12	30.10.2023
0,252464	20,9605	1,35063	16:46:22	30.10.2023
0,249746	20,8611	1,3507	16:46:32	30.10.2023
0,269479	20,5771	1,35034	16:46:42	30.10.2023
0,256897	20,5542	1,34931	16:46:52	30.10.2023
0,268212	20,8271	1,34983	16:47:02	30.10.2023
0,256281	21,0343	1,35052	16:47:12	30.10.2023
0,267917	20,8757	1,34998	16:47:22	30.10.2023
0,255059	21,4749	1,35034	16:47:32	30.10.2023
0,253473	21,0277	1,34989	16:47:42	30.10.2023
0,259745	20,8673	1,35014	16:47:52	30.10.2023
0,264722	20,7679	1,3502	16:48:02	30.10.2023
0,261195	21,0111	1,3502	16:48:12	30.10.2023
0,253101	20,8846	1,35003	16:48:22	30.10.2023
0,25661	20,7701	1,3501	16:48:32	30.10.2023
0,258756	20,921	1,35069	16:48:42	30.10.2023
0,272241	21,0534	1,34934	16:48:52	30.10.2023
0,279504	20,8573	1,35056	16:49:02	30.10.2023
0,273262	21,1475	1,60343	16:49:12	30.10.2023
0,25924	20,8633	1,60641	16:49:22	30.10.2023
0,292126	21,2396	1,6049	16:49:32	30.10.2023
0,278421	20,7767	1,60886	16:49:42	30.10.2023
0,262032	20,849	1,60892	16:49:52	30.10.2023
0,277142	21,23	1,60827	16:50:02	30.10.2023
0,291362	20,7881	1,60785	16:50:12	30.10.2023
0,277328	21,0319	1,60828	16:50:22	30.10.2023
0,272681	20,7784	1,6048	16:50:32	30.10.2023
0,305957	20,8454	1,60837	16:50:42	30.10.2023
0,300035	20,8543	1,60766	16:50:52	30.10.2023
0,284181	20,8543	1,60498	16:51:02	30.10.2023
0,301896	21,032	1,60812	16:51:12	30.10.2023
0,296922	20,9661	1,6087	16:51:22	30.10.2023
0,314991	20,7793	1,60855	16:51:32	30.10.2023
0,309754	20,7541	1,60801	16:51:42	30.10.2023
0,302514	20,9263	1,60767	16:51:52	30.10.2023
0,311192	21,125	1,60804	16:52:02	30.10.2023
0,305869	20,7303	1,60837	16:52:12	30.10.2023
0,322942	20,9063	1,60822	16:52:22	30.10.2023
0,324076	20,7543	1,6088	16:52:32	30.10.2023
0,313197	20,6594	1,60817	16:52:42	30.10.2023
0,308908	20,8419	1,6084	16:52:52	30.10.2023
0,315416	20,9474	1,60531	16:53:02	30.10.2023
0,31951	21,2311	1,60757	16:53:12	30.10.2023
0,316102	20,8883	1,60773	16:53:22	30.10.2023
0,312188	20,945	1,60781	16:53:32	30.10.2023
0,322685	20,8642	1,60525	16:53:42	30.10.2023
0,332297	20,9437	1,60748	16:53:52	30.10.2023
0,313273	20,8655	1,60834	16:54:02	30.10.2023
0,317426	21,1183	1,60781	16:54:12	30.10.2023
0,322377	21,2415	1,60601	16:54:22	30.10.2023
0,337468	20,9084	1,60751	16:54:32	30.10.2023
0,327112	21,1978	1,60866	16:54:42	30.10.2023
0,323237	21,1689	1,60631	16:54:52	30.10.2023
0,320887	20,9004	1,60782	16:55:02	30.10.2023
0,325937	21,3582	1,60427	16:55:12	30.10.2023
0,322193	20,9545	1,60434	16:55:22	30.10.2023
0,350459	21,0522	1,60502	16:55:32	30.10.2023
0,329272	21,0542	1,60455	16:55:42	30.10.2023
0,326886	20,9564	1,6053	16:55:52	30.10.2023
0,343179	20,9543	1,60847	16:56:02	30.10.2023
0,337278	20,858	1,60776	16:56:12	30.10.2023
0,337125	20,9497	1,60463	16:56:22	30.10.2023
0,325016	20,9543	1,60499	16:56:32	30.10.2023
0,319997	20,8605	1,60743	16:56:42	30.10.2023
0,339142	21,0405	1,60479	16:56:52	30.10.2023
0,3292	20,8696	1,60771	16:57:02	30.10.2023
0,33652	20,7624	1,60784	16:57:12	30.10.2023
0,325457	21,0275	1,60531	16:57:22	30.10.2023
0,341867	20,7829	1,60752	16:57:32	30.10.2023
0,327647	20,844	1,60817	16:57:42	30.10.2023
0,317532	20,6762	1,60508	16:57:52	30.10.2023
0,339242	20,9193	1,60767	16:58:02	30.10.2023
0,338344	20,6907	1,60777	16:58:12	30.10.2023
0,342801	20,7413	1,60798	16:58:22	30.10.2023
0,35725	20,7541	1,60498	16:58:32	30.10.2023
0,338715	20,9249	1,60485	16:58:42	30.10.2023
0,328771	20,8697	1,60832	16:58:52	30.10.2023
0,32295	20,7702	1,60179	16:59:02	30.10.2023
0,343444	21,1532	1,86178	16:59:12	30.10.2023
0,346066	21,1542	1,85573	16:59:22	30.10.2023
0,353649	20,7613	1,85491	16:59:32	30.10.2023
0,356032	20,8516	1,8547	16:59:42	30.10.2023
0,346789	20,7574	1,85935	16:59:52	30.10.2023
0,332018	20,9461	1,85552	17:00:02	30.10.2023
0,34608	21,2402	1,85491	17:00:12	30.10.2023
0,35644	20,7808	1,85489	17:00:22	30.10.2023
0,353102	20,7541	1,8547	17:00:32	30.10.2023
0,373778	20,9406	1,85469	17:00:42	30.10.2023
0,375745	20,9543	1,85551	17:00:52	30.10.2023
0,355229	20,7706	1,85523	17:01:02	30.10.2023
0,379941	20,7541	1,85555	17:01:12	30.10.2023
0,375601	21,1155	1,85452	17:01:22	30.10.2023
0,369985	21,1542	1,85545	17:01:32	30.10.2023
0,370904	20,9765	1,85533	17:01:42	30.10.2023
0,378123	21,0424	1,85503	17:01:52	30.10.2023
0,37825	20,8791	1,85551	17:02:02	30.10.2023
0,380946	20,9412	1,85525	17:02:12	30.10.2023
0,386148	20,8682	1,85511	17:02:22	30.10.2023
0,383419	20,9398	1,85551	17:02:32	30.10.2023
0,366818	20,763	1,85503	17:02:42	30.10.2023
0,385405	20,8497	1,85518	17:02:52	30.10.2023
0,386812	20,8543	1,85482	17:03:02	30.10.2023
0,400417	20,9486	1,85591	17:03:12	30.10.2023
0,405546	20,7668	1,85516	17:03:22	30.10.2023
0,376757	20,9403	1,85518	17:03:32	30.10.2023
0,375744	20,7697	1,85446	17:03:42	30.10.2023
0,388994	20,7541	1,85457	17:03:52	30.10.2023
0,375428	20,7541	1,85459	17:04:02	30.10.2023
0,38939	20,9348	1,85521	17:04:12	30.10.2023
0,397234	20,9543	1,85555	17:04:22	30.10.2023
0,400023	21,1317	1,85585	17:04:32	30.10.2023
0,381922	20,9781	1,8552	17:04:42	30.10.2023
0,38955	20,7791	1,85526	17:04:52	30.10.2023
0,385227	20,7541	1,85469	17:05:02	30.10.2023
0,376199	20,7541	1,85602	17:05:12	30.10.2023
0,387322	20,9251	1,85536	17:05:22	30.10.2023
0,395995	21,2084	1,85519	17:05:32	30.10.2023
0,402481	20,8347	1,85469	17:05:42	30.10.2023
0,386752	20,7541	1,85489	17:05:52	30.10.2023
0,396239	20,8534	1,85324	17:06:02	30.10.2023
0,383745	20,9527	1,85533	17:06:12	30.10.2023
0,404775	20,7587	1,85443	17:06:22	30.10.2023
0,414307	20,8513	1,85544	17:06:32	30.10.2023
0,396744	20,9506	1,85511	17:06:42	30.10.2023
0,417726	21,1454	1,85566	17:06:52	30.10.2023
0,410821	20,7746	1,85439	17:07:02	30.10.2023
0,393206	20,8484	1,8543	17:07:12	30.10.2023
0,394607	21,3209	1,85549	17:07:22	30.10.2023
0,405102	20,7064	1,85495	17:07:32	30.10.2023
0,414588	20,9292	1,85418	17:07:42	30.10.2023
0,412348	20,9543	1,85205	17:07:52	30.10.2023
0,397681	20,8642	1,85428	17:08:02	30.10.2023
0,399887	20,7648	1,85512	17:08:12	30.10.2023
0,408763	20,9313	1,85554	17:08:22	30.10.2023
0,413939	20,6913	1,8549	17:08:32	30.10.2023
0,399173	20,9146	1,85539	17:08:42	30.10.2023
0,392965	20,7819	1,85456	17:08:52	30.10.2023
0,380748	20,7541	1,85548	17:09:02	30.10.2023
0,401973	21,2612	2,11303	17:09:12	30.10.2023
0,404441	21,0193	2,10955	17:09:22	30.10.2023
0,402208	20,7547	2,10952	17:09:32	30.10.2023
0,407114	20,7541	2,10914	17:09:42	30.10.2023
0,405009	20,951	2,10498	17:09:52	30.10.2023
0,431526	21,1493	2,10561	17:10:02	30.10.2023
0,422535	20,6699	2,10231	17:10:12	30.10.2023
0,410071	20,7501	2,10537	17:10:22	30.10.2023
0,426481	20,8495	2,10882	17:10:32	30.10.2023
0,420296	20,8543	2,10579	17:10:42	30.10.2023
0,431985	20,948	2,10913	17:10:52	30.10.2023
0,424428	20,582	2,11025	17:11:02	30.10.2023
0,431313	20,9231	2,10679	17:11:12	30.10.2023
0,441362	20,9543	2,10689	17:11:22	30.10.2023
0,439179	21,2271	2,10658	17:11:32	30.10.2023
0,447598	21,164	2,10963	17:11:42	30.10.2023
0,434802	20,6177	2,10686	17:11:52	30.10.2023
0,448327	20,7315	2,10644	17:12:02	30.10.2023
0,452802	20,6661	2,10696	17:12:12	30.10.2023
0,440584	20,8285	2,10592	17:12:22	30.10.2023
0,443081	20,7678	2,10878	17:12:32	30.10.2023
0,443669	20,8514	2,10714	17:12:42	30.10.2023
0,433612	20,6607	2,10647	17:12:52	30.10.2023
0,448755	21,4217	2,10587	17:13:02	30.10.2023
0,465183	21,1687	2,10687	17:13:12	30.10.2023
0,465768	20,5878	2,10647	17:13:22	30.10.2023
0,429022	21,1166	2,10709	17:13:32	30.10.2023
0,46733	21,0611	2,10978	17:13:42	30.10.2023
0,46306	20,7769	2,10586	17:13:52	30.10.2023
0,446466	20,846	2,10985	17:14:02	30.10.2023
0,450342	21,0361	2,10684	17:14:12	30.10.2023
0,462331	21,1444	2,10653	17:14:22	30.10.2023
0,471984	21,0649	2,10882	17:14:32	30.10.2023
0,454432	20,9657	2,10852	17:14:42	30.10.2023
0,457274	21,042	2,10688	17:14:52	30.10.2023
0,475329	21,1414	2,10707	17:15:02	30.10.2023
0,467223	20,722	2,10637	17:15:12	30.10.2023
0,450658	20,9114	2,10926	17:15:22	30.10.2023
0,468193	20,9543	2,10965	17:15:32	30.10.2023
0,46994	20,7853	2,10962	17:15:42	30.10.2023
0,465019	20,7541	2,10972	17:15:52	30.10.2023
0,468848	20,8539	2,11031	17:16:02	30.10.2023
0,471696	20,9533	2,10604	17:16:12	30.10.2023
0,470511	20,9543	2,10691	17:16:22	30.10.2023
0,439324	21,3442	2,1035	17:16:32	30.10.2023
0,457514	20,6764	2,10469	17:16:42	30.10.2023
0,472498	20,7503	2,10616	17:16:52	30.10.2023
0,465246	21,1355	2,10652	17:17:02	30.10.2023
0,458921	20,7754	2,10579	17:17:12	30.10.2023
0,484965	20,8482	2,10676	17:17:22	30.10.2023
0,480333	20,8543	2,10903	17:17:32	30.10.2023
0,477756	20,8543	2,10678	17:17:42	30.10.2023
0,474674	21,0375	2,1069	17:17:52	30.10.2023
0,455506	20,9633	2,10382	17:18:02	30.10.2023
0,463328	21,3156	2,10602	17:18:12	30.10.2023
0,462756	20,9064	2,10599	17:18:22	30.10.2023
0,469009	20,7653	2,10977	17:18:32	30.10.2023
0,471832	20,8424	2,10782	17:18:42	30.10.2023
0,479768	20,7669	2,10649	17:18:52	30.10.2023
0,47315	20,7541	2,10872	17:19:02	30.10.2023
0,476886	20,9256	1,92157	17:19:12	30.10.2023
0,479651	20,9543	1,86859	17:19:22	30.10.2023
0,474568	20,9543	1,85612	17:19:32	30.10.2023
0,450163	21,038	1,85787	17:19:42	30.10.2023
0,456704	20,9545	1,85955	17:19:52	30.10.2023
0,451386	21,1526	1,8546	17:20:02	30.10.2023
0,450769	20,7605	1,86107	17:20:12	30.10.2023
0,458583	20,7541	1,85905	17:20:22	30.10.2023
0,444727	21,3352	1,85878	17:20:32	30.10.2023
0,452139	20,778	1,85811	17:20:42	30.10.2023
0,435593	20,8495	1,86032	17:20:52	30.10.2023
0,435743	20,7596	1,85888	17:21:02	30.10.2023
0,443278	20,7541	1,85905	17:21:12	30.10.2023
0,465985	21,312	1,85889	17:21:22	30.10.2023
0,451097	20,8928	1,85933	17:21:32	30.10.2023
0,440446	20,8543	1,85811	17:21:42	30.10.2023
0,444817	20,8543	1,8602	17:21:52	30.10.2023
0,438024	20,8543	1,86126	17:22:02	30.10.2023
0,431623	20,6751	1,85881	17:22:12	30.10.2023
0,428196	20,7429	1,85908	17:22:22	30.10.2023
0,446237	20,8424	1,85908	17:22:32	30.10.2023
0,431786	20,7555	1,85878	17:22:42	30.10.2023
0,426327	20,8522	1,85801	17:22:52	30.10.2023
0,428637	20,9515	1,85874	17:23:02	30.10.2023
0,448753	21,1473	1,85574	17:23:12	30.10.2023
0,430045	20,771	1,8615	17:23:22	30.10.2023
0,422619	21,0393	1,85915	17:23:32	30.10.2023
0,411033	21,1486	1,85878	17:23:42	30.10.2023
0,43746	20,8737	1,85923	17:23:52	30.10.2023
0,437447	21,04	1,85826	17:24:02	30.10.2023
0,423362	20,8703	1,86151	17:24:12	30.10.2023
0,420898	20,7629	1,86177	17:24:22	30.10.2023
0,425124	21,0256	1,85945	17:24:32	30.10.2023
0,426234	21,2338	1,85899	17:24:42	30.10.2023
0,415606	20,898	1,85915	17:24:52	30.10.2023
0,419419	21,2961	1,85882	17:25:02	30.10.2023
0,434013	20,8289	1,8586	17:25:12	30.10.2023
0,433691	20,7541	1,85594	17:25:22	30.10.2023
0,427886	20,5819	1,86148	17:25:32	30.10.2023
0,426408	20,8967	1,8571	17:25:42	30.10.2023
0,422904	20,8694	1,86158	17:25:52	30.10.2023
0,406186	20,8543	1,86147	17:26:02	30.10.2023
0,412096	20,8543	1,86263	17:26:12	30.10.2023
0,426928	20,8543	1,86168	17:26:22	30.10.2023
0,418417	20,953	1,85865	17:26:32	30.10.2023
0,415276	20,758	1,85886	17:26:42	30.10.2023
0,416814	20,9492	1,8582	17:26:52	30.10.2023
0,434642	21,051	1,86207	17:27:02	30.10.2023
0,413443	20,8619	1,85526	17:27:12	30.10.2023
0,410595	20,8543	1,86192	17:27:22	30.10.2023
0,426452	20,8543	1,85863	17:27:32	30.10.2023
0,425588	20,8543	1,85994	17:27:42	30.10.2023
0,41503	20,8543	1,85822	17:27:52	30.10.2023
0,41521	21,0401	1,8579	17:28:02	30.10.2023
0,414516	20,8696	1,86096	17:28:12	30.10.2023
0,418872	20,6706	1,85864	17:28:22	30.10.2023
0,410454	20,9275	1,85873	17:28:32	30.10.2023
0,403207	20,9543	1,85895	17:28:42	30.10.2023
0,411275	21,2244	1,85897	17:28:52	30.10.2023
0,418536	21,0755	1,85932	17:29:02	30.10.2023
0,419201	21,4084	1,68337	17:29:12	30.10.2023
0,476917	21,0148	1,63026	17:29:22	30.10.2023
0,427986	20,9543	1,61387	17:29:32	30.10.2023
0,41592	21,0409	1,60893	17:29:42	30.10.2023
0,406987	20,7961	1,608	17:29:52	30.10.2023
0,405784	20,7541	1,61051	17:30:02	30.10.2023
0,409858	20,6694	1,60876	17:30:12	30.10.2023
0,394997	20,7383	1,60554	17:30:22	30.10.2023
0,393037	21,1721	1,60858	17:30:32	30.10.2023
0,396483	20,756	1,60832	17:30:42	30.10.2023
0,395121	20,8533	1,60832	17:30:52	30.10.2023
0,397097	20,5586	1,6086	17:31:02	30.10.2023
0,40023	20,7497	1,6089	17:31:12	30.10.2023
0,394826	20,8514	1,60891	17:31:22	30.10.2023
0,403993	21,1436	1,6091	17:31:32	30.10.2023
0,399609	20,7709	1,60892	17:31:42	30.10.2023
0,376635	20,7541	1,60863	17:31:52	30.10.2023
0,381849	20,7541	1,60694	17:32:02	30.10.2023
0,376842	20,9424	1,60857	17:32:12	30.10.2023
0,381813	20,9543	1,60889	17:32:22	30.10.2023
0,377653	21,1398	1,60846	17:32:32	30.10.2023
0,39204	21,4161	1,60816	17:32:42	30.10.2023
0,376053	20,7667	1,60778	17:32:52	30.10.2023
0,372744	20,9952	1,60847	17:33:02	30.10.2023
0,385529	20,9696	1,6082	17:33:12	30.10.2023
0,366743	20,7859	1,60792	17:33:22	30.10.2023
0,361159	20,7541	1,609	17:33:32	30.10.2023
0,368774	20,8538	1,60784	17:33:42	30.10.2023
0,370271	20,8543	1,60831	17:33:52	30.10.2023
0,359243	20,9528	1,60551	17:34:02	30.10.2023
0,35218	20,7584	1,60764	17:34:12	30.10.2023
0,362228	21,0459	1,60857	17:34:22	30.10.2023
0,368556	21,1507	1,6088	17:34:32	30.10.2023
0,357952	21,1542	1,60561	17:34:42	30.10.2023
0,363739	20,7731	1,60646	17:34:52	30.10.2023
0,373801	20,7541	1,60755	17:35:02	30.10.2023
0,359912	20,8484	1,60818	17:35:12	30.10.2023
0,365207	20,8543	1,60794	17:35:22	30.10.2023
0,344703	20,7611	1,60783	17:35:32	30.10.2023
0,370066	20,9392	1,60447	17:35:42	30.10.2023
0,369646	20,7707	1,60756	17:35:52	30.10.2023
0,354899	20,9365	1,60899	17:36:02	30.10.2023
0,368191	20,8638	1,60796	17:36:12	30.10.2023
0,350025	20,8543	1,60826	17:36:22	30.10.2023
0,368925	20,9437	1,60858	17:36:32	30.10.2023
0,367511	20,7768	1,60801	17:36:42	30.10.2023
0,352314	21,1063	1,60783	17:36:52	30.10.2023
0,362441	20,8045	1,6032	17:37:02	30.10.2023
0,36743	21,101	1,60797	17:37:12	30.10.2023
0,350666	20,7237	1,60495	17:37:22	30.10.2023
0,351597	20,8252	1,60842	17:37:32	30.10.2023
0,361629	20,7694	1,60548	17:37:42	30.10.2023
0,347018	20,9223	1,60454	17:37:52	30.10.2023
0,362948	20,7873	1,60837	17:38:02	30.10.2023
0,375614	20,9529	1,60939	17:38:12	30.10.2023
0,350377	21,2509	1,60921	17:38:22	30.10.2023
0,355213	21,0578	1,60806	17:38:32	30.10.2023
0,352936	20,7614	1,60553	17:38:42	30.10.2023
0,355235	21,1421	1,60533	17:38:52	30.10.2023
0,354505	20,7683	1,60845	17:39:02	30.10.2023
0,35602	20,946	1,41357	17:39:12	30.10.2023
0,352257	20,8591	1,39532	17:39:22	30.10.2023
0,423253	21,0434	1,37853	17:39:32	30.10.2023
0,402212	20,8661	1,36572	17:39:42	30.10.2023
0,356177	20,6672	1,35685	17:39:52	30.10.2023
0,343289	20,747	1,3507	17:40:02	30.10.2023
0,335273	20,7541	1,35328	17:40:12	30.10.2023
0,356737	20,8458	1,35062	17:40:22	30.10.2023
0,356255	20,945	1,3503	17:40:32	30.10.2023
0,335171	20,8643	1,35083	17:40:42	30.10.2023
0,320313	21,0328	1,35072	17:40:52	30.10.2023
0,343089	20,7883	1,34966	17:41:02	30.10.2023
0,332431	20,7541	1,34942	17:41:12	30.10.2023
0,328014	20,8416	1,34958	17:41:22	30.10.2023
0,32835	20,7674	1,34918	17:41:32	30.10.2023
0,344964	20,8402	1,35003	17:41:42	30.10.2023
0,326211	21,0247	1,3497	17:41:52	30.10.2023
0,324957	20,7999	1,35035	17:42:02	30.10.2023
0,322589	20,9227	1,34971	17:42:12	30.10.2023
0,332187	20,8706	1,35029	17:42:22	30.10.2023
0,316674	20,8543	1,3502	17:42:32	30.10.2023
0,323214	20,949	1,34974	17:42:42	30.10.2023
0,32446	20,8605	1,35053	17:42:52	30.10.2023
0,293956	21,1336	1,35088	17:43:02	30.10.2023
0,312859	20,9694	1,35008	17:43:12	30.10.2023
0,294397	20,7704	1,35018	17:43:22	30.10.2023
0,311195	20,7541	1,35351	17:43:32	30.10.2023
0,317737	20,8449	1,34989	17:43:42	30.10.2023
0,306654	20,7641	1,35276	17:43:52	30.10.2023
0,32559	20,6647	1,3531	17:44:02	30.10.2023
0,30489	20,743	1,353	17:44:12	30.10.2023
0,310877	20,8425	1,35126	17:44:22	30.10.2023
0,30907	20,7667	1,34972	17:44:32	30.10.2023
0,31497	21,0145	1,34993	17:44:42	30.10.2023
0,291672	20,7096	1,35025	17:44:52	30.10.2023
0,301884	20,7395	1,35022	17:45:02	30.10.2023
0,302622	21,0932	1,35053	17:45:12	30.10.2023
0,297018	20,9863	1,3499	17:45:22	30.10.2023
0,323495	21,0376	1,3499	17:45:32	30.10.2023
0,316509	21,1534	1,35	17:45:42	30.10.2023
0,289249	20,7591	1,34923	17:45:52	30.10.2023
0,288952	20,7541	1,3496	17:46:02	30.10.2023
0,309272	21,1445	1,35027	17:46:12	30.10.2023
0,296321	20,8634	1,34964	17:46:22	30.10.2023
0,296089	21,047	1,35235	17:46:32	30.10.2023
0,29379	20,7666	1,34939	17:46:42	30.10.2023
0,299814	20,7541	1,35238	17:46:52	30.10.2023
0,308365	20,4703	1,35026	17:47:02	30.10.2023
0,289909	20,7362	1,34955	17:47:12	30.10.2023
0,30244	20,7541	1,34969	17:47:22	30.10.2023
0,299478	20,8471	1,3498	17:47:32	30.10.2023
0,29777	20,7619	1,34945	17:47:42	30.10.2023
0,295468	21,3038	1,35103	17:47:52	30.10.2023
0,298209	20,8088	1,34969	17:48:02	30.10.2023
0,299178	20,8445	1,34951	17:48:12	30.10.2023
0,300669	20,8543	1,34942	17:48:22	30.10.2023
0,302941	20,8543	1,3495	17:48:32	30.10.2023
0,30249	20,7666	1,34934	17:48:42	30.10.2023
0,291954	20,8413	1,35024	17:48:52	30.10.2023
0,316151	20,6814	1,34981	17:49:02	30.10.2023
