mV	mV.1	mV.2	mV.3	mV.4	°C	bar	%*bar	Zeit	Datum	Druck	Temp	sep	Zeitstempel	S4-008	%
0,957858	2,0579	2,18311	1,94913	1,04622	24,3529	1,00172	1,63889	23:56:47	30.10.2023	1,02381	20,7646	 	2023-10-30 23:56:47	0,140247	1,600775534523007
0,953578	2,05871	2,18123	1,94729	1,04648	24,3715	1,00094	1,72848	23:57:47	30.10.2023	1,02355	21,0275	 	2023-10-30 23:57:47	0,123252	1,6887108592643252
0,954176	2,0577	2,18283	1,94819	1,04566	24,3192	1,00172	1,63957	23:58:47	30.10.2023	1,02355	20,8543	 	2023-10-30 23:58:47	0,114518	1,6018465145816032
0,950401	2,05323	2,18343	1,94544	1,0469	24,3463	1,00209	1,60713	23:59:47	30.10.2023	1,02168	21,1257	 	2023-10-30 23:59:47	0,12371	1,5730267794221284
0,948249	2,05211	2,1838	1,94487	1,04569	24,3999	1,00139	1,74375	00:00:47	31.10.2023	1,02387	20,8645	 	2023-10-31 00:00:47	0,131994	1,703097072870579
0,945306	2,05311	2,18448	1,94282	1,04704	24,3013	1,00218	1,76005	00:01:47	31.10.2023	1,02427	20,8359	 	2023-10-31 00:01:47	0,136676	1,7183457486795473
0,945488	2,05379	2,18315	1,9437	1,04704	24,3731	1,00151	1,73308	00:02:47	31.10.2023	1,02457	21,1518	 	2023-10-31 00:02:47	0,134912	1,6915193691011838
0,942697	2,05222	2,18555	1,9419	1,04749	24,3579	1,003	1,61472	00:03:47	31.10.2023	1,02387	20,7499	 	2023-10-31 00:03:47	0,131849	1,5770752146268567
0,939573	2,04816	2,18581	1,94134	1,04581	24,3533	1,0015	1,61678	00:04:47	31.10.2023	1,02157	20,8464	 	2023-10-31 00:04:47	0,12004	1,5826424033595348
0,935681	2,04337	2,18576	1,93758	1,04785	24,3783	1,00226	1,76061	00:05:47	31.10.2023	1,02399	20,842	 	2023-10-31 00:05:47	0,140983	1,7193624937743532
0,932051	2,04238	2,18442	1,93581	1,04708	24,3071	1,00214	1,74301	00:06:47	31.10.2023	1,02356	20,9706	 	2023-10-31 00:06:47	0,13778	1,7028899136347648
0,929331	2,04348	2,18685	1,93785	1,04781	24,3841	1,00217	1,76631	00:07:47	31.10.2023	1,02437	21,4389	 	2023-10-31 00:07:47	0,121092	1,7242890752364868
0,926778	2,04343	2,19036	1,9372	1,04738	24,3579	1,0021	1,74801	00:08:47	31.10.2023	1,02379	20,8622	 	2023-10-31 00:08:47	0,12568	1,7073911642035966
0,925709	2,03818	2,18959	1,93637	1,04821	24,3053	1,00151	1,63985	00:09:47	31.10.2023	1,02173	20,7567	 	2023-10-31 00:09:47	0,118784	1,6049739167881925
0,926226	2,03981	2,19129	1,9359	1,04755	24,3672	1,00256	1,63055	00:10:47	31.10.2023	1,0238	20,7541	 	2023-10-31 00:10:47	0,128083	1,5926450478609102
0,922387	2,03874	2,19059	1,93421	1,04864	24,3177	1,00064	1,73428	00:11:47	31.10.2023	1,02449	21,1365	 	2023-10-31 00:11:47	0,129349	1,69282277035403
0,922102	2,03998	2,19244	1,93644	1,04922	24,3139	1,00234	1,73127	00:12:47	31.10.2023	1,02377	20,7541	 	2023-10-31 00:12:47	0,139044	1,6910731902673453
0,918834	2,03619	2,19284	1,93409	1,04963	24,3483	1,00204	1,76472	00:13:47	31.10.2023	1,02356	21,173	 	2023-10-31 00:13:47	0,139081	1,7241001993043887
0,915871	2,03494	2,19263	1,9314	1,04873	24,3222	1,00281	1,76486	00:14:47	31.10.2023	1,02349	20,7611	 	2023-10-31 00:14:47	0,131349	1,72435490332099
0,914265	2,03715	2,19364	1,93089	1,04871	24,3034	1,00279	1,73825	00:15:47	31.10.2023	1,02424	20,6978	 	2023-10-31 00:15:47	0,133567	1,6971120049988284
0,91358	2,03376	2,19164	1,93095	1,05049	24,342	1,00167	1,72972	00:16:47	31.10.2023	1,02369	20,8762	 	2023-10-31 00:16:47	0,130312	1,6896912151139505
0,908572	2,03347	2,19307	1,93068	1,04925	24,3332	1,00094	1,74175	00:17:47	31.10.2023	1,02402	20,9245	 	2023-10-31 00:17:47	0,125917	1,7008945137790277
0,90743	2,03064	2,19258	1,92679	1,0503	24,3423	1,00176	1,76432	00:18:47	31.10.2023	1,02426	20,7575	 	2023-10-31 00:18:47	0,134317	1,7225313885146352
0,906214	2,0309	2,19296	1,92845	1,05014	24,3653	1,00158	1,68906	00:19:47	31.10.2023	1,02368	20,9437	 	2023-10-31 00:19:47	0,141459	1,649988277586746
0,902956	2,02671	2,19511	1,92632	1,04949	24,3183	1,00026	1,73604	00:20:47	31.10.2023	1,0246	21,0249	 	2023-10-31 00:20:47	0,127108	1,6943587741557682
0,9012	2,02805	2,19572	1,92666	1,05027	24,3373	1,00144	1,74205	00:21:47	31.10.2023	1,02366	20,8578	 	2023-10-31 00:21:47	0,106815	1,7017857491745307
0,89949	2,02524	2,19645	1,92653	1,05019	24,3744	1,00112	1,74146	00:22:47	31.10.2023	1,02412	20,7599	 	2023-10-31 00:22:47	0,116357	1,7004452603210563
0,897061	2,02632	2,19662	1,92669	1,05091	24,4422	1,00201	1,76411	00:23:47	31.10.2023	1,0238	20,845	 	2023-10-31 00:23:47	0,133422	1,72310021488572
0,897378	2,02568	2,19584	1,92629	1,05005	24,3341	1,00166	1,61491	00:24:47	31.10.2023	1,02352	21,041	 	2023-10-31 00:24:47	0,109698	1,577800140690949
0,894926	2,02296	2,19681	1,92489	1,05047	24,3834	1,00196	1,73968	00:25:47	31.10.2023	1,02407	20,8543	 	2023-10-31 00:25:47	0,14154	1,6987901217690196
0,895041	2,02225	2,19847	1,92355	1,05105	24,4124	1,00203	1,61448	00:26:47	31.10.2023	1,0244	21,136	 	2023-10-31 00:26:47	0,126063	1,5760249902381882
0,89239	2,02259	2,19707	1,92318	1,05099	24,3293	1,00226	1,73092	00:27:47	31.10.2023	1,02365	20,9374	 	2023-10-31 00:27:47	0,116224	1,6909295169247303
0,890521	2,02424	2,19686	1,92154	1,05096	24,3617	1,00086	1,74851	00:28:47	31.10.2023	1,0234	20,7663	 	2023-10-31 00:28:47	0,141798	1,7085303888997458
0,88821	2,0197	2,19644	1,92239	1,05055	24,3734	1,00046	1,72935	00:29:47	31.10.2023	1,02368	20,9543	 	2023-10-31 00:29:47	0,133761	1,6893462800875274
0,884106	2,0206	2,19964	1,92088	1,0519	24,3813	1,0025	1,76513	00:30:47	31.10.2023	1,02162	20,7633	 	2023-10-31 00:30:47	0,135411	1,7277754938235352
0,884148	2,01898	2,19604	1,92126	1,05144	24,3783	1,0026	1,76368	00:31:47	31.10.2023	1,02385	20,7932	 	2023-10-31 00:31:47	0,120289	1,722596083410656
0,884054	2,01777	2,1969	1,91945	1,05188	24,293	1,00048	1,74705	00:32:47	31.10.2023	1,02397	20,8543	 	2023-10-31 00:32:47	0,136943	1,7061535005908375
0,878541	2,01688	2,19587	1,91641	1,0517	24,3075	1,00189	1,72946	00:33:47	31.10.2023	1,02207	21,0591	 	2023-10-31 00:33:47	0,121482	1,692115021476024
0,880675	2,01694	2,19707	1,91502	1,0525	24,3358	1,00226	1,75809	00:34:47	31.10.2023	1,02443	20,5725	 	2023-10-31 00:34:47	0,116146	1,7161641107737962
0,878699	2,0164	2,19546	1,91229	1,05188	24,3836	1,00214	1,72854	00:35:47	31.10.2023	1,02379	21,0212	 	2023-10-31 00:35:47	0,132338	1,6883735922405962
0,875308	2,01541	2,19935	1,91193	1,05252	24,4044	1,0013	1,63861	00:36:47	31.10.2023	1,02454	20,6541	 	2023-10-31 00:36:47	0,118739	1,5993616647471058
0,872063	2,01366	2,19874	1,91223	1,05172	24,3147	1,00177	1,75126	00:37:47	31.10.2023	1,02341	20,7541	 	2023-10-31 00:37:47	0,133649	1,711200789517398
0,872015	2,01527	2,19919	1,91299	1,05234	24,3569	1,00119	1,73835	00:38:47	31.10.2023	1,02384	20,846	 	2023-10-31 00:38:47	0,131775	1,6978727144866386
0,874695	2,01448	2,19766	1,9122	1,05345	24,3297	1,00212	1,75335	00:39:47	31.10.2023	1,02356	20,9532	 	2023-10-31 00:39:47	0,141956	1,71299191058658
0,871807	2,01421	2,20044	1,91111	1,05293	24,376	1,00091	1,76614	00:40:47	31.10.2023	1,02398	20,9688	 	2023-10-31 00:40:47	0,140091	1,724779780855095
0,869435	2,01403	2,20133	1,9101	1,05317	24,3583	1,00188	1,76525	00:41:47	31.10.2023	1,02424	21,0371	 	2023-10-31 00:41:47	0,131267	1,7234730141373116
0,868379	2,01114	2,20134	1,91017	1,05316	24,2661	1,00159	1,76575	00:42:47	31.10.2023	1,02367	21,129	 	2023-10-31 00:42:47	0,113031	1,724921117156896
0,864407	2,01143	2,20061	1,90982	1,05347	24,344	1,0022	1,60551	00:43:47	31.10.2023	1,02386	20,8543	 	2023-10-31 00:43:47	0,129457	1,568095247397105
0,86657	2,01207	2,20027	1,91007	1,0538	24,3423	1,00143	1,74631	00:44:47	31.10.2023	1,02375	20,7605	 	2023-10-31 00:44:47	0,113955	1,705797313797314
0,866131	2,01096	2,19846	1,90913	1,05359	24,3653	1,00207	1,74931	00:45:47	31.10.2023	1,02422	20,9612	 	2023-10-31 00:45:47	0,137412	1,7079436058659274
0,86239	2,0117	2,19945	1,90846	1,05304	24,3428	1,0008	1,62367	00:46:47	31.10.2023	1,02452	21,5562	 	2023-10-31 00:46:47	0,151463	1,5848104478194665
0,862672	2,01038	2,20049	1,90718	1,05523	24,3016	1,0011	1,6055	00:47:47	31.10.2023	1,02464	21,0798	 	2023-10-31 00:47:47	0,137864	1,5668917863835103
0,861624	2,0097	2,19988	1,90741	1,05441	24,3155	1,00179	1,74272	00:48:47	31.10.2023	1,02377	21,0564	 	2023-10-31 00:48:47	0,125005	1,7022573429578909
0,861063	2,00963	2,20024	1,90616	1,05492	24,2974	1,00142	1,75779	00:49:47	31.10.2023	1,02459	20,798	 	2023-10-31 00:49:47	0,123916	1,7156033144965304
0,857967	2,00825	2,2004	1,90526	1,05327	24,3634	1,00219	1,73322	00:50:47	31.10.2023	1,02406	21,0856	 	2023-10-31 00:50:47	0,137352	1,6924984864168116
0,857211	2,00443	2,19974	1,90338	1,05314	24,3182	1,00269	1,63985	00:51:47	31.10.2023	1,02395	20,977	 	2023-10-31 00:51:47	0,131563	1,601494213584648
0,85893	2,00813	2,19993	1,90427	1,054	24,3781	1,00262	1,60536	00:52:47	31.10.2023	1,02384	20,7621	 	2023-10-31 00:52:47	0,127259	1,56797937177684
0,856592	2,00724	2,19982	1,90389	1,05385	24,3598	1,00263	1,73858	00:53:47	31.10.2023	1,02396	20,8895	 	2023-10-31 00:53:47	0,13564	1,697898355404508
0,855375	2,00611	2,19945	1,90341	1,05518	24,4006	1,00284	1,74927	00:54:47	31.10.2023	1,02475	20,9005	 	2023-10-31 00:54:47	0,115137	1,7070212246889485
0,855318	2,00491	2,20228	1,90305	1,05405	24,3301	1,0019	1,75747	00:55:47	31.10.2023	1,02408	20,8569	 	2023-10-31 00:55:47	0,14336	1,7161452230294507
0,852518	2,00571	2,20122	1,90288	1,05534	24,3495	1,00231	1,62785	00:56:47	31.10.2023	1,02366	20,8678	 	2023-10-31 00:56:47	0,129503	1,5902252701092159
0,851664	2,00379	2,2007	1,90184	1,054	24,3578	1,00227	1,74056	00:57:47	31.10.2023	1,02351	20,8437	 	2023-10-31 00:57:47	0,139117	1,7005793788043109
0,85196	2,00203	2,20313	1,90208	1,05496	24,3518	1,00335	1,76321	00:58:47	31.10.2023	1,0243	20,7843	 	2023-10-31 00:58:47	0,129922	1,7213804549448404
0,851884	2,00307	2,20178	1,89898	1,05581	24,3056	1,00266	1,76236	00:59:47	31.10.2023	1,02372	20,9377	 	2023-10-31 00:59:47	0,116653	1,72152541710624
0,849107	2,00252	2,20074	1,90003	1,0545	24,3515	1,00151	1,76527	01:00:47	31.10.2023	1,02348	20,9413	 	2023-10-31 01:00:47	0,124685	1,7247723453316137
0,847344	2,00244	2,20128	1,89949	1,05506	24,3609	1,00183	1,73133	01:01:47	31.10.2023	1,02463	20,9538	 	2023-10-31 01:01:47	0,120478	1,689712383982511
0,846022	2,00156	2,20216	1,89996	1,05572	24,355	1,00153	1,75458	01:02:47	31.10.2023	1,02395	21,4283	 	2023-10-31 01:02:47	0,145994	1,7135407002295036
0,845712	1,99889	2,20309	1,8991	1,05544	24,3595	1,00245	1,74608	01:03:47	31.10.2023	1,02347	20,7541	 	2023-10-31 01:03:47	0,127982	1,7060392586006428
0,844236	2,00093	2,20275	1,89905	1,05582	24,2644	1,00274	1,62866	01:04:47	31.10.2023	1,02346	20,7008	 	2023-10-31 01:04:47	0,127264	1,5913274578390948
0,843733	1,99638	2,20203	1,8986	1,05531	24,3529	1,00275	1,63866	01:05:47	31.10.2023	1,02465	21,1754	 	2023-10-31 01:05:47	0,132976	1,5992387644561556
0,842457	1,99788	2,20477	1,89859	1,05655	24,3763	1,003	1,72936	01:06:47	31.10.2023	1,02414	20,7507	 	2023-10-31 01:06:47	0,124117	1,6885972620930731
0,842025	1,99906	2,20286	1,89765	1,05536	24,4073	1,0028	1,62536	01:07:47	31.10.2023	1,02438	21,0316	 	2023-10-31 01:07:47	0,118081	1,5866768191491436
0,839639	2,00097	2,20358	1,89632	1,05545	24,2995	1,00244	1,72899	01:08:47	31.10.2023	1,0244	20,7316	 	2023-10-31 01:08:47	0,128224	1,6878074970714565
0,840242	1,99815	2,20376	1,89676	1,05707	24,3414	1,00257	1,63028	01:09:47	31.10.2023	1,02419	20,879	 	2023-10-31 01:09:47	0,12362	1,5917749636297953
0,840698	1,99709	2,20529	1,89704	1,0556	24,3345	1,00296	1,75864	01:10:47	31.10.2023	1,02454	20,7455	 	2023-10-31 01:10:47	0,14197	1,716516680656685
0,835968	1,99608	2,20551	1,8947	1,05597	24,4085	1,00299	1,72978	01:11:47	31.10.2023	1,02428	20,8915	 	2023-10-31 01:11:47	0,122562	1,6887765064240245
0,837107	1,99768	2,20631	1,89772	1,05619	24,4019	1,00195	1,76209	01:12:47	31.10.2023	1,02414	20,7542	 	2023-10-31 01:12:47	0,133882	1,7205557833889897
0,838933	1,99802	2,20486	1,89563	1,05656	24,3395	1,00215	1,62361	01:13:47	31.10.2023	1,02043	20,8504	 	2023-10-31 01:13:47	0,147211	1,591103750379742
0,838243	1,99865	2,20661	1,89466	1,05693	24,3221	1,00273	1,66171	01:14:47	31.10.2023	1,02344	20,7698	 	2023-10-31 01:14:47	0,127361	1,6236516063472213
0,838552	1,99581	2,20707	1,89465	1,05643	24,4252	1,00331	1,74452	01:15:47	31.10.2023	1,02421	20,9423	 	2023-10-31 01:15:47	0,137879	1,703283506312182
0,838234	1,9945	2,20615	1,89553	1,05694	24,3214	1,00224	1,64198	01:16:47	31.10.2023	1,02366	20,8342	 	2023-10-31 01:16:47	0,134652	1,6040286813981204
0,832049	1,99693	2,20683	1,89558	1,05743	24,354	1,00229	1,75568	01:17:47	31.10.2023	1,02386	20,9543	 	2023-10-31 01:17:47	0,13566	1,7147656906217645
0,829924	1,99703	2,20687	1,89243	1,05728	24,3704	1,00231	1,73216	01:18:47	31.10.2023	1,02401	20,8475	 	2023-10-31 01:18:47	0,1283	1,6915459809962792
0,832254	1,99665	2,20705	1,89261	1,05663	24,3657	1,00216	1,74594	01:19:47	31.10.2023	1,02465	20,9543	 	2023-10-31 01:19:47	0,117199	1,7039379300248865
0,833665	1,99411	2,20475	1,89443	1,05698	24,3368	1,00188	1,76169	01:20:47	31.10.2023	1,02458	20,7541	 	2023-10-31 01:20:47	0,131989	1,7194264967108472
0,830957	1,99439	2,20568	1,89362	1,05669	24,3917	1,00169	1,6413	01:21:47	31.10.2023	1,02454	20,8625	 	2023-10-31 01:21:47	0,131613	1,601987233294942
0,828019	1,99305	2,20658	1,89256	1,05709	24,3695	1,00232	1,75785	01:22:47	31.10.2023	1,0239	21,0542	 	2023-10-31 01:22:47	0,14651	1,7168180486375622
0,829382	1,99384	2,20664	1,89323	1,05639	24,3922	1,00259	1,61054	01:23:47	31.10.2023	1,02484	21,175	 	2023-10-31 01:23:47	0,121912	1,5715038445025566
0,829039	1,99268	2,20732	1,89253	1,0578	24,3091	1,00237	1,7286	01:24:47	31.10.2023	1,02386	20,9513	 	2023-10-31 01:24:47	0,133927	1,6883167620573125
0,828918	1,99187	2,20678	1,89227	1,05844	24,2832	1,00249	1,76653	01:25:47	31.10.2023	1,0241	20,7676	 	2023-10-31 01:25:47	0,131971	1,72495850014647
0,830935	1,99318	2,20691	1,89277	1,05697	24,3699	1,00186	1,7608	01:26:47	31.10.2023	1,02342	20,8543	 	2023-10-31 01:26:47	0,12996	1,7205057552129135
0,825978	1,99314	2,2068	1,89082	1,05686	24,3259	1,00284	1,76437	01:27:47	31.10.2023	1,02234	20,8843	 	2023-10-31 01:27:47	0,125227	1,7258152864995988
0,82504	1,99153	2,20836	1,89198	1,05829	24,4124	1,00304	1,75047	01:28:47	31.10.2023	1,0234	20,7604	 	2023-10-31 01:28:47	0,12634	1,7104455735782684
0,823981	1,991	2,20837	1,89249	1,05803	24,4188	1,00235	1,76254	01:29:47	31.10.2023	1,02483	21,2094	 	2023-10-31 01:29:47	0,148591	1,719836460681284
0,824358	1,99052	2,20767	1,89218	1,05829	24,3653	1,0021	1,73682	01:30:47	31.10.2023	1,02435	20,8175	 	2023-10-31 01:30:47	0,136661	1,6955337531117292
0,821694	1,98928	2,209	1,88954	1,05693	24,3951	1,0018	1,76657	01:31:47	31.10.2023	1,0251	20,6577	 	2023-10-31 01:31:47	0,130622	1,7233147985562385
0,820605	1,99273	2,20941	1,89168	1,05779	24,3601	1,00289	1,64158	01:32:47	31.10.2023	1,02436	20,5771	 	2023-10-31 01:32:47	0,122093	1,6025420750517398
0,82169	1,99201	2,21134	1,89076	1,05815	24,303	1,0018	1,75891	01:33:47	31.10.2023	1,02462	21,1205	 	2023-10-31 01:33:47	0,125872	1,7166461712634926
0,822966	1,98968	2,21197	1,89199	1,05739	24,3728	1,00181	1,72975	01:34:47	31.10.2023	1,02366	20,8706	 	2023-10-31 01:34:47	0,113338	1,6897700408338705
0,819914	1,98879	2,20949	1,88932	1,0579	24,3857	1,00198	1,74906	01:35:47	31.10.2023	1,02465	20,7618	 	2023-10-31 01:35:47	0,139611	1,7069828722002636
0,81989	1,98776	2,20972	1,88922	1,05794	24,3893	1,00185	1,76151	01:36:47	31.10.2023	1,02428	20,6618	 	2023-10-31 01:36:47	0,122404	1,7197543640410824
0,820036	1,98979	2,20863	1,89025	1,05901	24,4015	1,00202	1,60903	01:37:47	31.10.2023	1,02406	20,6656	 	2023-10-31 01:37:47	0,131456	1,5712262953342577
0,818991	1,99017	2,20896	1,89182	1,06002	24,3727	1,00276	1,73133	01:38:47	31.10.2023	1,02455	21,2746	 	2023-10-31 01:38:47	0,142679	1,6898443218974184
0,817795	1,9894	2,20817	1,89063	1,05859	24,3471	1,00233	1,74716	01:39:47	31.10.2023	1,02386	20,7135	 	2023-10-31 01:39:47	0,133391	1,7064442404234954
0,817621	1,99124	2,2084	1,89066	1,05877	24,3822	1,00099	1,74573	01:40:47	31.10.2023	1,02386	21,1288	 	2023-10-31 01:40:47	0,152121	1,7050475650967907
0,816326	1,99059	2,21087	1,88987	1,0594	24,3844	1,00151	1,73401	01:41:47	31.10.2023	1,02434	21,1708	 	2023-10-31 01:41:47	0,122019	1,6928070757756213
0,816598	1,98756	2,21067	1,8898	1,05898	24,2916	1,00171	1,6107	01:42:47	31.10.2023	1,02443	21,2386	 	2023-10-31 01:42:47	0,134912	1,572288980213387
0,815983	1,98877	2,21084	1,88972	1,05872	24,3961	1,00146	1,74146	01:43:47	31.10.2023	1,02342	20,9463	 	2023-10-31 01:43:47	0,134568	1,7016083328447753
0,812168	1,98987	2,2102	1,88762	1,05831	24,3692	1,00183	1,76037	01:44:47	31.10.2023	1,02408	21,0542	 	2023-10-31 01:44:47	0,129679	1,7189770330442933
0,814924	1,98582	2,2103	1,88687	1,05865	24,3395	1,0018	1,72698	01:45:47	31.10.2023	1,02406	20,9385	 	2023-10-31 01:45:47	0,141478	1,6864050934515555
0,813517	1,98703	2,21217	1,88914	1,06003	24,3696	1,00141	1,72868	01:46:47	31.10.2023	1,02395	20,8543	 	2023-10-31 01:46:47	0,138845	1,6882464964109578
0,814428	1,99006	2,21143	1,89003	1,05912	24,3129	1,00179	1,76167	01:47:47	31.10.2023	1,02413	20,934	 	2023-10-31 01:47:47	0,129574	1,720162479372736
0,814866	1,98698	2,21022	1,88947	1,05992	24,3892	1,00184	1,6226	01:48:47	31.10.2023	1,02412	20,8434	 	2023-10-31 01:48:47	0,13262	1,584384642424716
0,811799	1,98843	2,21137	1,88931	1,05973	24,3706	1,00129	1,7323	01:49:47	31.10.2023	1,0241	20,9403	 	2023-10-31 01:49:47	0,128899	1,6915340298798944
0,813555	1,98492	2,21216	1,886	1,05975	24,3287	1,00056	1,73644	01:50:47	31.10.2023	1,02408	20,8543	 	2023-10-31 01:50:47	0,115791	1,6956097179907819
0,811713	1,98631	2,21363	1,88921	1,05992	24,3541	1,00097	1,73021	01:51:47	31.10.2023	1,02399	20,9332	 	2023-10-31 01:51:47	0,121974	1,68967470385453
0,811937	1,98693	2,21324	1,88778	1,05998	24,3611	1,00107	1,73376	01:52:47	31.10.2023	1,02342	20,8543	 	2023-10-31 01:52:47	0,128299	1,6940845400715248
0,810354	1,98572	2,21373	1,88877	1,06032	24,3442	1,00129	1,73352	01:53:47	31.10.2023	1,02467	20,669	 	2023-10-31 01:53:47	0,135898	1,691783696214391
0,810664	1,98629	2,21136	1,8875	1,05859	24,3374	1,00191	1,737	01:54:47	31.10.2023	1,02365	20,7597	 	2023-10-31 01:54:47	0,132908	1,6968690470375618
0,811841	1,98417	2,21107	1,88823	1,06043	24,415	1,00155	1,76118	01:55:47	31.10.2023	1,02451	21,1542	 	2023-10-31 01:55:47	0,125452	1,7190461781729802
0,809593	1,9839	2,21358	1,88602	1,05936	24,3147	1,00345	1,74205	01:56:47	31.10.2023	1,02452	20,9412	 	2023-10-31 01:56:47	0,125907	1,700357240463827
0,810158	1,98548	2,21231	1,88601	1,05968	24,3747	1,00185	1,73184	01:57:47	31.10.2023	1,02444	20,8538	 	2023-10-31 01:57:47	0,121812	1,690523603139276
0,808237	1,98345	2,21301	1,88453	1,0584	24,3843	1,00175	1,74645	01:58:47	31.10.2023	1,02432	20,9543	 	2023-10-31 01:58:47	0,129478	1,704984770384255
0,804668	1,98092	2,21173	1,88565	1,05935	24,3526	1,00148	1,64328	01:59:47	31.10.2023	1,02405	20,7541	 	2023-10-31 01:59:47	0,127347	1,6046872711293396
0,809033	1,98396	2,21321	1,88735	1,05954	24,3175	1,00185	1,73268	02:00:47	31.10.2023	1,02446	20,8543	 	2023-10-31 02:00:47	0,131559	1,6913105440915215
0,809101	1,98279	2,21262	1,88512	1,06011	24,3709	1,00249	1,72752	02:01:47	31.10.2023	1,02403	21,2282	 	2023-10-31 02:01:47	0,136783	1,6869818267042958
0,806982	1,98489	2,21016	1,88354	1,05877	24,3219	1,00194	1,73167	02:02:47	31.10.2023	1,02487	21,027	 	2023-10-31 02:02:47	0,13558	1,6896484432171885
0,807482	1,98396	2,20879	1,88398	1,05935	24,3806	1,0015	1,74606	02:03:47	31.10.2023	1,02373	20,9274	 	2023-10-31 02:03:47	0,124387	1,705586433923007
0,809033	1,98342	2,21202	1,88607	1,06021	24,3584	1,00155	1,753	02:04:47	31.10.2023	1,02309	20,7555	 	2023-10-31 02:04:47	0,120201	1,7134367455453574
0,807087	1,9833	2,21287	1,88782	1,0608	24,3406	1,00236	1,68079	02:05:47	31.10.2023	1,02348	20,9419	 	2023-10-31 02:05:47	0,126351	1,642230429514988
0,808718	1,9844	2,21304	1,8855	1,06055	24,37	1,00203	1,73428	02:06:47	31.10.2023	1,02455	20,9623	 	2023-10-31 02:06:47	0,136516	1,6927236347664827
0,805672	1,98217	2,21245	1,88582	1,05949	24,3611	1,00106	1,74915	02:07:47	31.10.2023	1,02421	20,9543	 	2023-10-31 02:07:47	0,123061	1,7078040636197653
0,805499	1,98303	2,21208	1,88421	1,06043	24,3564	1,00118	1,76185	02:08:47	31.10.2023	1,02365	20,8543	 	2023-10-31 02:08:47	0,136628	1,7211449225809603
0,808187	1,98194	2,2138	1,88404	1,06129	24,3654	1,00224	1,75564	02:09:47	31.10.2023	1,02373	20,7804	 	2023-10-31 02:09:47	0,130211	1,7149443700975844
0,80668	1,98266	2,21392	1,88447	1,0601	24,3656	1,002	1,73247	02:10:47	31.10.2023	1,02369	20,7541	 	2023-10-31 02:10:47	0,128918	1,692377575242505
0,804363	1,98298	2,21214	1,883	1,06084	24,3472	1,00234	1,74178	02:11:47	31.10.2023	1,02425	20,9541	 	2023-10-31 02:11:47	0,136503	1,700541859897486
0,806518	1,98113	2,21167	1,88622	1,06074	24,3651	1,00159	1,60736	02:12:47	31.10.2023	1,02359	21,0373	 	2023-10-31 02:12:47	0,141133	1,5703162399007413
0,802469	1,98276	2,21183	1,88471	1,06113	24,3998	1,00228	1,74975	02:13:47	31.10.2023	1,02372	21,1291	 	2023-10-31 02:13:47	0,122878	1,709207595826984
0,8041	1,98149	2,21313	1,88485	1,06105	24,3696	1,00236	1,6057	02:14:47	31.10.2023	1,02347	20,8423	 	2023-10-31 02:14:47	0,138762	1,5688784234027375
0,804088	1,98163	2,21533	1,88486	1,06074	24,3312	1,00072	1,61818	02:15:47	31.10.2023	1,02406	21,1761	 	2023-10-31 02:15:47	0,124839	1,5801613186727341
0,804273	1,9809	2,21468	1,88573	1,0614	24,3482	1,00164	1,72951	02:16:47	31.10.2023	1,02399	20,9543	 	2023-10-31 02:16:47	0,142697	1,6889911034287446
0,803481	1,98377	2,21561	1,88548	1,06191	24,3407	1,00113	1,67181	02:17:47	31.10.2023	1,02327	20,668	 	2023-10-31 02:17:47	0,138522	1,6337916678882407
0,801993	1,98175	2,21576	1,88501	1,06149	24,3594	1,00184	1,76591	02:18:47	31.10.2023	1,02417	20,7541	 	2023-10-31 02:18:47	0,144131	1,7242352343849165
0,80316	1,98151	2,21627	1,88533	1,06027	24,3549	1,00203	1,76721	02:19:47	31.10.2023	1,02396	21,2366	 	2023-10-31 02:19:47	0,124424	1,7258584319699988
0,80351	1,9798	2,21774	1,88421	1,05994	24,3672	1,00217	1,76651	02:20:47	31.10.2023	1,02388	20,7682	 	2023-10-31 02:20:47	0,123577	1,725309606594523
0,802182	1,98159	2,21707	1,88616	1,06175	24,3349	1,0032	1,63014	02:21:47	31.10.2023	1,02361	20,8543	 	2023-10-31 02:21:47	0,122654	1,5925401275876556
0,801718	1,98065	2,21776	1,88783	1,06134	24,4064	1,00216	1,60345	02:22:47	31.10.2023	1,02164	20,9689	 	2023-10-31 02:22:47	0,137992	1,5694863161191808
0,80326	1,9807	2,21554	1,88502	1,06166	24,4252	1,00347	1,72908	02:23:47	31.10.2023	1,02426	21,0502	 	2023-10-31 02:23:47	0,118625	1,6881260617421359
0,802831	1,98029	2,2142	1,8834	1,06133	24,3189	1,00314	1,74654	02:24:47	31.10.2023	1,02389	20,7598	 	2023-10-31 02:24:47	0,137414	1,7057887077713427
0,803635	1,98196	2,21507	1,88463	1,0623	24,2533	1,00251	1,72997	02:25:47	31.10.2023	1,02469	21,5153	 	2023-10-31 02:25:47	0,114446	1,688286213391367
0,802169	1,9811	2,2174	1,88587	1,06224	24,3132	1,00158	1,7292	02:26:47	31.10.2023	1,02396	21,0406	 	2023-10-31 02:26:47	0,137783	1,6887378413219267
0,801492	1,9799	2,21794	1,88736	1,06214	24,34	1,0018	1,73473	02:27:47	31.10.2023	1,02376	20,9532	 	2023-10-31 02:27:47	0,132114	1,6944694068922406
